dfg,n_districts,ela_pre_mean,ela_post_mean,recovery_change,econ_dis_mean,pct_below_goal,gap_to_goal_2024,annual_recovery_rate,projected_2030,on_track_2030
A,37,31.681156156156156,26.15945945945946,-5.521696696696696,70.0,100.0,53.840540540540545,0.8527027027027039,31.275675675675682,False
B,65,46.32478632478633,39.76461538461538,-6.56017094017094,53.136923076923075,100.0,40.23538461538462,1.7946153846153832,50.53230769230768,False
CD,64,49.48120039682539,43.4671875,-6.014012896825396,41.728125,100.0,36.5328125,1.2265625,50.8265625,False
DE,82,54.90630081300813,50.75487804878048,-4.151422764227642,27.951219512195124,100.0,29.245121951219517,1.770731707317072,61.379268292682916,False
FG,87,62.27311621966794,57.371264367816096,-4.901851851851852,18.401149425287358,100.0,22.628735632183904,1.3323863636363633,65.36558254963427,False
GH,73,65.29490106544901,62.175342465753424,-3.119558599695585,13.327397260273973,98.63013698630137,17.824657534246576,1.5486301369863005,71.46712328767123,False
I,103,74.37319309600863,72.70194174757282,-1.6712513484358147,4.825242718446602,78.64077669902912,7.298058252427182,1.4213592233009749,81.23009708737867,True
J,25,82.03666666666666,83.39200000000001,1.3553333333333344,1.5919999999999999,32.0,-3.39200000000001,0.8860000000000027,88.70800000000003,True
